,employee_number,age,attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
544,478,33,No,desconocido, research_development ,universidad,desconocido,3,female,4,2,healthcare_representative,2,married,20161,1,Yes,13,3.0,1,1,2,3,6,1,2,1990,yes,84,827.0,1.0,5488.0,9
545,479,29,No,desconocido,desconocido,universidad,life_sciences,3,female,3,1,research_scientist,4,divorced,26968,4,No,22,4.0,1,1,1,3,7,1,7,1994,no,93,1107.0,28.0,2514.0,11
546,480,29,No,travel_frequently, research_development ,bachillerato,desconocido,4,female,3,1,research_scientist,2,divorced,17940,0,No,14,3.0,4,2,2,2,7,1,1,1994,yes,61,490.0,10.0,6834.2,8
547,481,34,No,desconocido,desconocido,eso,life_sciences,2,female,3,2,sales_executive,3,married,5829,1,desconocido,20,4.0,1,0,3,2,6,1,3,1989,no,70,1400.0,9.0,6713.0,11
548,482,28,No,travel_rarely,desconocido,universidad,medical,4,male,2,1,laboratory_technician,1,married,12449,1,desconocido,12,3.0,3,3,2,3,6,3,3,1995,no,78,1179.0,19.0,3196.0,6
549,483,44,No,desconocido,desconocido,eso,life_sciences,1,female,4,1,research_scientist,4,married,19982,1,desconocido,13,3.0,4,1,5,3,10,7,7,1979,no,72,1117.0,2.0,5214.8,10
550,484,31,No,travel_rarely, research_development ,fp,desconocido,3,male,3,2,healthcare_representative,1,married,17089,1,Yes,12,3.0,4,0,2,2,6,0,1,1992,no,80,1332.0,11.0,5927.6,6
551,485,26,No,desconocido, research_development ,fp,life_sciences,3,male,3,1,research_scientist,4,desconocido,9973,1,Yes,20,4.0,2,0,2,2,8,2,2,1997,no,53,583.0,4.0,3984.2,8
552,486,47,No,travel_rarely,desconocido,bachillerato,desconocido,1,male,3,1,research_scientist,4,desconocido,10205,7,No,12,3.0,3,1,2,2,6,1,2,1976,yes,74,465.0,1.0,3420.0,17
553,487,37,No,desconocido, research_development ,fp,desconocido,3,male,4,1,laboratory_technician,3,single,25470,0,No,14,3.0,1,0,2,1,6,1,3,1986,no,84,1413.0,5.0,3429.0,7
554,488,32,No,desconocido,desconocido,universidad,desconocido,4,male,3,2,research_scientist,1,married,25174,4,desconocido,14,3.0,2,1,3,2,6,1,2,1991,yes,61,1200.0,1.0,4087.0,9
555,489,32,No,desconocido,desconocido,bachillerato,medical,4,male,3,2,research_scientist,2,divorced,25518,0,No,13,3.0,3,2,4,2,9,1,6,1991,yes,45,977.0,2.0,6971.0,10
556,490,33,No,non_travel,desconocido,bachillerato,life_sciences,3,female,3,2,sales_executive,4,desconocido,16130,1,Yes,25,4.0,3,1,2,3,6,1,2,1990,no,36,530.0,16.0,5368.0,7
557,491,47,Yes,desconocido, sales ,bachillerato,desconocido,3,male,1,4,sales_executive,3,married,24164,7,No,11,3.0,3,0,3,1,23,14,10,1976,yes,82,1093.0,9.0,12936.0,25
558,492,41,Yes,desconocido,desconocido,fp,desconocido,2,female,3,2,sales_executive,4,desconocido,19479,8,Yes,11,3.0,1,0,0,1,6,0,5,1982,no,94,1102.0,1.0,3985.4,8
559,493,35,No,travel_rarely, research_development ,bachillerato,medical,1,male,4,1,laboratory_technician,2,married,16479,0,desconocido,13,3.0,3,1,5,3,5,0,3,1988,no,84,809.0,16.0,5061.6,6
560,494,29,No,travel_rarely,desconocido,bachillerato,life_sciences,3,male,3,1,research_scientist,2,married,4956,0,No,23,4.0,4,1,3,3,5,0,4,1994,no,76,1328.0,2.0,7870.6,4
561,495,32,No,travel_rarely,desconocido,bachillerato,life_sciences,2,male,3,2,research_scientist,2,desconocido,7346,1,No,17,3.0,2,2,3,3,10,0,9,1991,yes,66,548.0,1.0,6614.4,10
562,496,35,No,travel_rarely,desconocido,bachillerato,medical,2,male,2,1,research_scientist,3,single,26278,1,No,18,3.0,1,0,3,3,6,0,4,1988,no,30,1214.0,1.0,4371.0,6
563,497,56,No,desconocido,desconocido,bachillerato,desconocido,4,male,1,3,manufacturing_director,4,desconocido,21698,4,No,11,3.0,1,0,3,2,6,0,2,1967,yes,78,562.0,9.8,15424.0,37
564,498,28,No,desconocido,desconocido,bachillerato,medical,2,male,3,2,sales_executive,3,desconocido,8863,1,desconocido,15,3.0,2,0,3,4,5,0,4,1995,yes,43,120.0,4.0,4221.0,5
565,499,25,Yes,travel_rarely,desconocido,bachillerato,desconocido,3,male,2,2,sales_executive,3,single,26959,1,Yes,11,3.0,4,0,1,3,6,0,3,1998,yes,46,240.0,5.0,4765.6,6
566,500,56,Yes,desconocido,desconocido,universidad,life_sciences,2,female,3,1,research_scientist,2,desconocido,4510,9,desconocido,18,3.0,1,3,2,3,5,4,3,1967,yes,72,441.0,14.0,4963.0,7
567,501,26,No,desconocido, research_development ,bachillerato,desconocido,3,female,2,1,research_scientist,2,married,23300,1,desconocido,19,3.0,3,0,3,2,5,4,3,1997,no,46,841.0,6.0,5451.2,5
568,502,32,Yes,desconocido,desconocido,bachillerato,medical,1,female,3,1,laboratory_technician,1,desconocido,10224,7,No,22,4.0,1,0,2,4,5,0,4,1991,no,41,1033.0,9.0,4200.0,9
569,503,30,No,travel_rarely,desconocido,bachillerato,life_sciences,1,female,3,1,research_scientist,3,single,23910,1,No,14,3.0,3,0,4,2,5,0,4,1993,yes,75,298.8,18.0,3157.6,11
570,504,50,No,travel_rarely,desconocido,bachillerato,desconocido,3,female,3,5,manager,2,desconocido,17053,3,desconocido,15,3.0,2,0,5,3,5,4,4,1973,no,53,1452.0,11.0,7278.8,11
571,505,32,No,desconocido,desconocido,doctorado,life_sciences,3,male,3,1,research_scientist,3,desconocido,12430,3,No,20,4.0,1,0,2,3,5,1,4,1991,no,43,120.0,6.0,5716.2,8
572,506,45,No,travel_rarely,desconocido,fp,desconocido,3,female,3,2,sales_executive,1,desconocido,6319,4,desconocido,11,3.0,1,1,3,4,5,0,3,1978,no,30,1268.0,4.0,5006.0,9
573,507,43,No,desconocido,desconocido,bachillerato,desconocido,4,male,4,1,research_scientist,4,divorced,5228,4,No,14,3.0,4,3,3,4,5,2,2,1980,yes,37,934.0,7.0,7048.4,7
574,508,29,Yes,desconocido,desconocido,bachillerato,marketing,2,female,3,3,sales_executive,4,married,24525,1,desconocido,22,4.0,4,3,3,2,10,1,9,1994,yes,35,121.0,27.0,7639.0,10
575,509,31,No,non_travel, research_development ,universidad,medical,3,male,1,2,manufacturing_director,3,desconocido,4381,0,desconocido,12,3.0,4,1,2,3,5,1,4,1992,yes,90,1044.6,1.0,5632.8,6
576,510,33,Yes,desconocido,desconocido,bachillerato,desconocido,3,male,3,1,laboratory_technician,4,married,22149,5,Yes,13,3.0,3,1,2,1,5,0,4,1990,no,58,813.0,14.0,4991.6,8
577,511,31,Yes,desconocido,desconocido,fp,desconocido,3,male,2,1,laboratory_technician,2,desconocido,11652,0,No,11,3.0,2,0,2,4,5,1,4,1992,yes,71,307.0,29.0,6406.6,15
578,512,37,No,desconocido,desconocido,universidad,desconocido,3,male,3,2,sales_executive,4,desconocido,22825,4,No,14,3.0,2,1,5,4,5,0,1,1986,yes,65,228.0,6.0,6502.0,11
579,513,50,No,desconocido, research_development ,eso,desconocido,1,male,3,5,research_director,2,divorced,15815,3,No,14,3.0,1,2,4,2,10,1,6,1973,no,96,797.0,4.0,8358.4,28
580,514,42,No,travel_frequently,desconocido,bachillerato,desconocido,3,female,3,4,sales_executive,2,married,14864,5,desconocido,14,3.0,4,1,2,3,20,4,8,1981,yes,77,555.0,26.0,13525.0,12
581,515,27,No,desconocido,desconocido,bachillerato,desconocido,4,male,3,2,sales_executive,3,desconocido,5242,1,Yes,11,3.0,1,0,3,3,5,0,4,1996,yes,74,1377.0,2.0,5543.8,5
582,516,27,No,non_travel,desconocido,eso,marketing,3,male,3,2,sales_executive,2,desconocido,22107,0,Yes,13,3.0,4,1,0,3,5,1,4,1996,yes,73,210.0,1.0,6349.0,9
583,517,41,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,2,2,manufacturing_director,2,single,10110,6,Yes,15,3.0,4,0,3,3,5,1,2,1982,yes,63,483.0,6.0,5776.2,11
584,518,37,No,travel_rarely,desconocido,bachillerato,medical,3,female,3,1,laboratory_technician,1,desconocido,17663,6,No,20,4.0,2,1,3,3,5,0,3,1986,yes,98,921.0,10.0,8022.6,11
585,519,40,Yes,desconocido,desconocido,fp,desconocido,2,male,2,2,sales_executive,3,desconocido,6110,2,Yes,12,3.0,1,2,6,3,6,1,0,1983,yes,68,575.0,4.6,6380.0,8
586,520,55,No,desconocido,desconocido,bachillerato,desconocido,3,female,3,4,manager,4,single,23258,2,Yes,13,3.0,3,0,2,3,5,1,2,1968,no,97,1311.0,2.0,6313.2,8
587,521,26,Yes,travel_frequently,desconocido,eso,desconocido,3,male,3,1,research_scientist,1,desconocido,6582,0,desconocido,22,4.0,3,0,2,3,6,0,4,1997,yes,73,575.0,3.0,3102.0,10
588,522,40,No,travel_rarely,desconocido,fp,marketing,4,female,3,2,sales_executive,2,divorced,22553,7,desconocido,12,3.0,3,2,5,3,5,1,3,1983,yes,46,759.0,2.0,4884.6,6
589,523,25,No,desconocido, sales ,fp,desconocido,2,female,2,2,sales_executive,4,single,12090,1,Yes,11,3.0,2,0,3,3,5,1,3,1998,no,99,891.0,4.0,5339.0,5
590,524,30,No,desconocido,desconocido,bachillerato,desconocido,2,female,3,2,sales_executive,3,single,19558,0,No,11,3.0,2,0,6,3,5,4,4,1993,yes,83,1082.0,12.0,6995.2,11
591,525,52,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,2,3,manufacturing_director,3,married,19609,2,desconocido,14,3.0,3,0,4,3,5,0,4,1971,no,54,319.0,9.4,6618.8,9
592,526,42,No,travel_frequently,desconocido,fp,desconocido,1,female,3,2,research_scientist,3,desconocido,12932,2,No,11,3.0,2,1,3,3,5,0,2,1981,no,92,532.0,10.4,4556.0,19
593,527,30,No,travel_rarely,desconocido,bachillerato,life_sciences,3,female,1,2,manufacturing_director,4,desconocido,24793,2,No,20,4.0,3,0,2,3,5,0,2,1993,yes,43,317.0,2.0,6153.4,11
594,528,35,No,travel_rarely,desconocido,bachillerato,life_sciences,4,male,1,1,laboratory_technician,3,single,19225,0,No,15,3.0,3,0,2,3,5,4,3,1988,no,46,144.0,22.0,4230.0,12
595,529,31,No,travel_rarely,desconocido,bachillerato,desconocido,3,male,2,3,manager,4,divorced,25291,9,desconocido,21,4.0,3,1,3,2,5,0,1,1992,yes,44,688.0,7.0,6760.6,10
596,530,35,No,travel_rarely, sales ,bachillerato,desconocido,1,female,3,2,sales_executive,3,single,6698,1,desconocido,16,3.0,4,0,3,3,5,0,3,1988,yes,80,195.0,1.0,4859.0,5
597,531,25,No,desconocido,desconocido,eso,desconocido,2,male,3,1,sales_representative,3,desconocido,26376,1,desconocido,11,3.0,3,0,1,3,7,0,6,1998,yes,40,622.0,13.0,4079.8,7
598,532,32,No,travel_rarely,desconocido,universidad,desconocido,1,female,3,2,research_scientist,4,married,18089,1,desconocido,12,3.0,4,1,2,3,6,0,5,1991,no,92,646.0,9.0,6322.0,6
599,533,47,Yes,desconocido,desconocido,fp,life_sciences,2,female,4,2,sales_executive,3,desconocido,10339,4,Yes,12,3.0,4,0,2,3,5,1,3,1976,no,77,719.0,27.0,3206.0,8
600,534,30,No,travel_frequently,desconocido,universidad,life_sciences,2,male,2,1,research_scientist,4,divorced,2373,9,No,12,3.0,2,1,3,2,5,0,3,1993,yes,58,1012.0,5.0,6618.4,10
601,535,45,No,desconocido,desconocido,bachillerato,marketing,4,male,3,3,sales_executive,1,divorced,19239,4,Yes,12,3.0,3,1,2,3,5,0,2,1978,no,74,930.0,9.0,10761.0,18
602,536,36,No,travel_rarely,desconocido,bachillerato,life_sciences,1,male,2,1,human_resources,1,desconocido,8635,0,desconocido,21,4.0,3,0,3,3,5,0,3,1987,yes,77,1278.0,8.0,7165.2,10
603,537,31,No,desconocido,desconocido,universidad,desconocido,4,male,3,1,research_scientist,4,desconocido,14871,3,desconocido,19,3.0,2,1,2,3,6,0,2,1992,yes,48,1222.0,11.0,5863.8,8
604,538,37,No,travel_frequently,desconocido,fp,medical,3,female,3,1,sales_representative,4,married,21222,5,desconocido,15,3.0,2,1,3,3,5,0,0,1986,no,54,1231.0,21.0,2973.0,8
605,539,39,No,travel_rarely,desconocido,bachillerato,life_sciences,4,female,2,2,human_resources,4,desconocido,7790,8,No,11,3.0,3,2,2,3,5,0,4,1984,no,42,1383.0,2.0,5204.0,13
606,540,42,No,desconocido,desconocido,fp,desconocido,3,female,2,2,sales_executive,3,desconocido,7824,7,desconocido,17,3.0,1,0,6,3,5,0,3,1981,yes,68,462.0,14.0,7099.6,10
607,541,30,No,travel_rarely,desconocido,fp,desconocido,3,male,3,3,sales_executive,3,desconocido,9977,5,No,11,3.0,1,1,2,4,8,7,7,1993,no,62,231.0,8.0,5465.0,10
608,542,50,No,desconocido,desconocido,fp,medical,4,male,3,4,research_director,4,divorced,6615,9,No,22,3.0,3,1,1,2,5,1,3,1973,yes,66,1083.4,1.0,17399.0,32
609,543,59,No,travel_rarely, sales ,fp,desconocido,2,male,3,3,manager,4,desconocido,11038,3,Yes,14,3.0,3,1,1,1,6,0,4,1964,yes,66,1089.0,1.0,7072.6,14
610,544,54,No,desconocido,desconocido,universidad,life_sciences,3,female,2,3,sales_executive,3,married,8392,6,No,11,3.0,2,1,4,3,9,7,0,1969,yes,41,1082.0,2.0,5953.6,13
611,545,56,No,desconocido,desconocido,bachillerato,medical,1,female,3,1,research_scientist,3,married,12154,2,No,19,3.0,2,1,4,3,5,0,3,1967,no,63,1240.0,9.0,4854.4,18
612,546,48,No,desconocido,desconocido,universidad,desconocido,1,male,4,4,manager,4,single,16154,2,No,22,3.0,3,0,3,2,5,2,1,1975,yes,35,1262.0,1.0,16885.0,8
613,547,39,No,desconocido, research_development ,bachillerato,life_sciences,3,male,3,2,laboratory_technician,2,single,8770,9,No,15,3.0,3,0,2,2,5,0,3,1984,no,70,439.0,9.0,5530.0,9
614,548,35,No,travel_rarely,desconocido,universidad,technical_degree,3,male,3,1,human_resources,3,desconocido,7108,1,No,17,3.0,2,0,2,1,5,1,4,1988,yes,100,528.0,8.0,4323.0,6
615,549,42,No,travel_rarely, sales ,universidad,marketing,2,male,3,2,sales_executive,1,single,2253,7,No,13,3.0,4,0,3,3,6,1,5,1981,no,45,647.0,4.0,5155.0,11
616,550,44,Yes,desconocido,desconocido,universidad,desconocido,3,male,3,1,research_scientist,3,single,10826,1,Yes,11,3.0,3,0,4,3,6,0,2,1979,no,96,1097.0,10.0,2936.0,6
617,551,29,No,travel_rarely,desconocido,eso,desconocido,2,female,1,1,research_scientist,4,married,26933,0,Yes,18,3.0,1,1,2,2,5,1,3,1994,no,69,942.0,15.0,4323.6,6
618,552,33,No,desconocido,desconocido,bachillerato,human_resources,2,male,3,1,human_resources,3,desconocido,8429,1,No,13,3.0,4,1,2,3,5,1,4,1990,yes,99,147.0,2.0,6168.0,5
619,553,54,No,travel_frequently,desconocido,universidad,desconocido,4,female,3,3,manufacturing_director,3,desconocido,9659,7,No,17,3.0,1,1,2,1,5,1,4,1969,no,53,966.0,1.0,8931.6,33
620,554,46,No,desconocido, sales ,fp,desconocido,4,female,2,5,manager,2,married,9946,2,desconocido,14,3.0,3,1,2,3,11,0,8,1977,yes,33,168.0,4.0,18789.0,8
621,555,30,No,non_travel,desconocido,fp,medical,3,female,3,2,manufacturing_director,3,single,12858,7,Yes,18,3.0,3,0,3,3,8,1,7,1993,yes,72,757.2,9.0,5352.2,10
622,556,32,Yes,travel_rarely,desconocido,fp,life_sciences,4,male,3,2,laboratory_technician,3,desconocido,22845,1,desconocido,18,3.0,1,1,3,3,10,1,1,1991,yes,79,1089.0,7.0,4883.0,7
623,557,40,Yes,desconocido,desconocido,universidad,desconocido,4,male,2,3,sales_executive,2,single,17235,2,Yes,12,3.0,3,0,2,3,5,1,0,1983,yes,57,299.0,25.0,4172.0,9
624,558,34,No,non_travel,desconocido,eso,desconocido,1,female,2,1,research_scientist,3,divorced,15891,1,No,20,4.0,3,3,2,3,5,0,0,1989,yes,92,999.0,26.0,2029.0,5
625,559,39,No,travel_rarely, sales ,universidad,desconocido,1,male,2,2,sales_executive,4,married,3567,3,desconocido,12,3.0,4,2,2,4,5,1,4,1984,no,44,1498.0,21.0,4095.8,8
626,560,37,No,desconocido,desconocido,eso,desconocido,3,male,3,1,research_scientist,3,married,5182,7,Yes,15,3.0,4,0,2,3,6,1,3,1986,no,54,1439.0,4.0,2996.0,8
627,561,33,No,desconocido, sales ,eso,life_sciences,4,male,3,2,sales_executive,4,married,19293,6,desconocido,13,3.0,1,0,2,4,5,1,2,1990,yes,61,1111.0,13.4,4815.0,8
628,562,39,No,non_travel, research_development ,fp,desconocido,3,male,3,3,healthcare_representative,3,desconocido,3449,3,No,21,4.0,2,1,2,3,6,0,5,1984,no,71,1485.0,25.0,2719.2,13
629,563,52,No,travel_rarely,desconocido,universidad,other,3,female,3,1,laboratory_technician,1,married,17363,9,No,13,3.0,3,0,2,1,5,0,4,1971,yes,54,258.0,8.0,4765.4,12
630,564,36,No,desconocido,desconocido,universidad,desconocido,1,female,3,2,sales_executive,2,single,20763,3,Yes,16,3.0,4,0,3,3,5,0,1,1987,yes,99,1174.0,3.0,9278.0,15
631,565,36,No,desconocido,desconocido,universidad,life_sciences,4,male,2,2,laboratory_technician,4,single,22604,1,desconocido,16,3.0,3,0,2,2,10,1,8,1987,yes,86,172.0,13.2,5022.8,10
632,566,24,No,travel_rarely,desconocido,eso,desconocido,4,female,3,2,sales_executive,3,married,15211,1,Yes,12,3.0,3,2,3,3,5,0,3,1999,yes,42,1232.6,4.0,4162.0,16
633,567,34,No,travel_rarely,desconocido,bachillerato,life_sciences,4,female,2,1,laboratory_technician,2,desconocido,3708,5,No,17,3.0,1,1,2,2,5,0,2,1989,no,86,401.0,1.0,3039.6,7
634,568,28,No,desconocido, sales ,bachillerato,desconocido,4,male,3,2,sales_executive,1,single,23490,0,desconocido,18,3.0,4,0,4,3,5,1,3,1995,yes,76,866.0,5.0,6678.0,9
635,569,33,No,travel_rarely, research_development ,universidad,medical,1,female,2,1,laboratory_technician,2,desconocido,8192,8,No,11,3.0,4,0,5,3,5,0,2,1990,yes,82,1099.0,4.0,6174.4,8
636,570,47,No,travel_rarely,desconocido,bachillerato,medical,3,female,3,2,sales_executive,3,married,24200,3,desconocido,17,3.0,3,1,4,2,5,1,2,1976,yes,72,571.0,14.0,9433.8,12
637,571,40,Yes,desconocido,desconocido,universidad,life_sciences,4,male,3,1,laboratory_technician,1,single,21831,3,desconocido,14,3.0,2,0,3,1,5,1,0,1983,no,86,676.0,9.0,3830.4,15
638,572,45,No,travel_rarely,desconocido,bachillerato,technical_degree,4,male,3,1,research_scientist,4,married,4585,4,No,20,4.0,4,1,3,3,5,0,3,1978,yes,97,950.0,14.2,5172.8,12
639,573,40,No,travel_rarely,desconocido,fp,desconocido,1,male,3,2,sales_executive,1,desconocido,19345,0,desconocido,12,3.0,4,0,5,4,8,7,1,1983,yes,47,1342.0,9.0,5863.8,8
640,574,29,No,desconocido,desconocido,eso,life_sciences,1,male,3,2,healthcare_representative,4,desconocido,24483,1,desconocido,19,3.0,4,1,0,4,6,1,3,1994,yes,87,995.0,2.0,8853.0,6
641,575,40,No,desconocido,desconocido,fp,life_sciences,4,female,3,2,sales_executive,1,married,11262,1,No,15,3.0,3,1,2,3,5,1,2,1983,yes,84,118.0,14.0,5411.0,5
642,576,43,No,desconocido,desconocido,bachillerato,desconocido,4,male,4,1,laboratory_technician,2,divorced,5855,5,desconocido,12,3.0,3,1,0,3,6,0,2,1980,no,87,990.0,27.0,4876.0,12
643,577,30,No,desconocido,desconocido,bachillerato,desconocido,2,male,2,1,research_scientist,2,desconocido,5348,1,No,12,3.0,2,1,3,2,6,1,1,1993,yes,48,241.0,7.0,2141.0,6
644,578,38,No,desconocido, research_development ,fp,desconocido,4,female,2,3,manufacturing_director,3,desconocido,14199,3,desconocido,19,3.0,4,1,6,4,5,0,2,1985,yes,54,743.6,2.0,7756.0,10
645,579,37,No,travel_rarely, research_development ,bachillerato,desconocido,2,female,3,1,research_scientist,2,married,9953,1,desconocido,11,3.0,1,1,2,1,8,7,7,1986,no,71,1470.0,10.0,3936.0,8
646,580,39,No,travel_rarely,desconocido,bachillerato,medical,4,male,3,2,manufacturing_director,2,desconocido,7693,4,No,21,4.0,3,0,3,3,5,1,0,1984,yes,66,492.0,12.0,6840.2,9
647,581,36,No,travel_rarely, research_development ,fp,life_sciences,1,male,4,2,healthcare_representative,1,divorced,26308,6,No,20,4.0,1,1,3,3,5,0,4,1987,yes,79,1040.0,14.6,6842.0,13
648,582,23,Yes,travel_rarely,desconocido,eso,medical,4,male,2,1,laboratory_technician,3,single,20586,1,desconocido,11,3.0,1,0,2,3,5,1,2,2000,yes,93,1320.0,8.0,3989.0,5
649,583,35,No,desconocido,desconocido,universidad,desconocido,1,male,2,1,research_scientist,4,desconocido,13970,0,Yes,14,3.0,3,0,2,4,5,1,4,1988,yes,79,146.0,2.0,4930.0,6
650,584,31,No,travel_frequently,desconocido,eso,technical_degree,4,female,3,2,manufacturing_director,4,single,6670,2,desconocido,20,4.0,4,0,3,2,5,1,4,1992,yes,30,163.0,24.0,3687.0,9
651,585,38,No,travel_rarely, research_development ,fp,other,4,female,2,1,laboratory_technician,3,married,16376,1,No,11,3.0,2,1,3,3,5,0,4,1985,yes,40,1153.0,6.0,3702.0,5
652,586,35,No,desconocido,desconocido,universidad,medical,2,male,1,1,laboratory_technician,3,married,9696,0,desconocido,16,3.0,2,1,2,4,5,0,3,1988,yes,91,185.0,23.0,2705.0,6
653,587,40,No,desconocido,desconocido,bachillerato,desconocido,2,female,3,2,healthcare_representative,1,desconocido,10748,2,desconocido,12,3.0,2,1,3,3,7,7,7,1983,yes,47,750.0,12.0,4448.0,15
654,588,27,No,travel_frequently, research_development ,fp,desconocido,4,female,3,1,laboratory_technician,4,single,19826,0,Yes,14,3.0,3,0,3,2,5,0,2,1996,yes,64,1297.0,5.6,2379.0,6
655,589,41,No,desconocido,desconocido,bachillerato,desconocido,3,female,3,2,sales_executive,2,desconocido,26841,5,No,21,4.0,3,1,3,3,5,1,4,1982,yes,54,337.0,8.0,5651.6,14
656,590,33,No,travel_rarely,desconocido,universidad,marketing,2,male,3,2,sales_executive,3,single,10410,1,No,14,3.0,2,0,2,2,10,0,9,1990,no,43,217.0,11.0,5487.0,8
657,591,49,No,desconocido,desconocido,eso,life_sciences,2,male,3,5,research_director,4,married,13738,3,No,15,3.0,4,0,3,3,5,4,3,1974,no,42,1064.0,2.0,9820.6,28
658,592,36,No,non_travel,desconocido,universidad,desconocido,1,male,4,1,laboratory_technician,2,desconocido,9238,1,No,22,4.0,2,0,3,3,5,0,2,1987,yes,66,1351.0,9.0,2810.0,5
659,593,41,No,desconocido,desconocido,bachillerato,life_sciences,3,male,2,2,sales_executive,2,divorced,12227,2,desconocido,11,3.0,3,1,5,3,5,0,4,1982,no,57,930.0,3.0,8938.0,14
660,594,29,No,desconocido,desconocido,universidad,medical,4,female,2,1,research_scientist,1,single,8489,1,No,14,3.0,2,0,3,1,5,0,4,1994,yes,73,468.0,11.4,2880.4,5
661,595,31,No,non_travel,desconocido,bachillerato,medical,2,male,3,2,manufacturing_director,1,desconocido,3787,0,No,19,3.0,2,0,2,3,9,1,7,1992,yes,74,528.0,5.0,9936.0,10
662,596,36,Yes,travel_rarely,desconocido,universidad,life_sciences,3,male,2,1,sales_representative,1,single,6986,7,No,23,4.0,2,0,4,3,5,0,3,1987,no,82,1218.0,9.0,7260.2,9
663,597,43,No,travel_rarely,desconocido,fp,medical,4,female,4,1,research_scientist,3,desconocido,21923,1,No,12,3.0,4,2,3,2,5,1,4,1980,no,72,1273.0,2.0,5181.8,6
664,598,33,No,travel_frequently,desconocido,bachillerato,life_sciences,1,female,4,2,sales_executive,1,married,3193,2,No,19,3.0,1,2,3,3,5,1,3,1990,no,42,1141.0,6.4,7279.0,13
665,599,44,No,desconocido, sales ,doctorado,marketing,2,female,3,2,sales_executive,1,desconocido,4009,5,desconocido,21,4.0,3,1,2,2,4,1,3,1979,no,75,1488.0,1.0,5454.0,9
666,600,38,No,desconocido,desconocido,doctorado,life_sciences,4,female,3,2,laboratory_technician,4,single,5456,1,No,11,3.0,4,0,2,3,10,9,9,1985,yes,50,653.0,29.0,4897.0,10
667,601,50,No,desconocido,desconocido,fp,medical,2,female,2,5,research_director,3,divorced,16701,5,desconocido,12,3.0,4,1,2,2,27,13,8,1973,no,43,989.0,7.0,18740.0,9
