,employee_number,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income, monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,remote_work
487,421,46,No,desconocido,1211,desconocido,5.0,universidad,desconocido,1,male,98,3,2,sales_executive,4,single,5368,20445,4,desconocido,21,3,3,0,14,4,3,9,0,8,,1977,yes
488,422,41,No,travel_frequently,857,research_development,10.0,bachillerato,life_sciences,4,male,91,2,4,manager,1,divorced,8130,12888,4,desconocido,13,3,2,1,19,2,2,7,7,7,,1982,no
489,423,39,No,desconocido,505,research_development,2.0,universidad,desconocido,3,female,64,3,3,healthcare_representative,3,single,10938,6420,0,No,25,4,4,0,20,1,3,19,11,8,"10938,0",1984,no
490,424,42,No,travel_rarely,269,desconocido,2.0,bachillerato,medical,4,female,56,2,1,laboratory_technician,1,divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,7,8,"2593,0",1981,yes
491,425,33,No,travel_frequently,553,research_development,5.0,universidad,desconocido,4,female,74,3,3,manager,2,married,11878,23364,6,desconocido,11,3,2,2,12,2,3,10,8,8,"11878,0",1990,yes
492,426,35,No,travel_rarely,1296,desconocido,5.0,universidad,technical_degree,3,male,62,3,3,manufacturing_director,2,single,8095,18264,0,No,13,3,4,0,17,5,3,16,0,13,"8095,0",1988,yes
493,427,33,Yes,travel_rarely,1277,desconocido,15.0,eso,medical,2,male,56,3,3,manager,3,married,5521,24619,7,desconocido,12,3,4,0,15,2,4,7,7,7,,1990,yes
494,428,40,No,travel_rarely,302,desconocido,6.0,bachillerato,life_sciences,2,female,75,3,4,manufacturing_director,3,single,7839,20364,7,No,15,3,3,0,22,3,3,20,5,13,,1983,no
495,429,41,No,travel_rarely,427,desconocido,10.0,universidad,human_resources,2,male,73,2,5,manager,4,divorced,8441,8861,3,No,15,3,2,3,23,2,2,21,12,6,,1982,no
496,430,27,No,desconocido,975,desconocido,7.0,bachillerato,desconocido,4,female,55,2,2,healthcare_representative,1,desconocido,3894,23398,8,No,19,3,1,0,11,2,1,7,0,7,,1996,no
497,431,52,No,travel_rarely,621,desconocido,3.0,universidad,marketing,3,male,31,2,4,manager,1,desconocido,16856,10084,1,desconocido,11,3,1,0,14,3,4,34,1,16,"16856,0",1971,yes
498,432,51,No,travel_rarely,1318,desconocido,26.0,universidad,marketing,1,female,66,3,4,manager,3,married,6067,5594,2,No,14,3,3,1,17,2,2,20,4,17,,1972,no
499,433,47,No,travel_rarely,249,desconocido,2.0,fp,marketing,3,female,35,3,2,sales_executive,4,desconocido,4537,17783,0,desconocido,22,4,1,1,8,2,3,7,7,7,"4537,0",1976,yes
500,434,50,No,non_travel,881,research_development,2.0,universidad,desconocido,1,male,98,3,4,manager,1,divorced,17924,4544,1,desconocido,11,3,4,1,31,3,3,31,14,7,"17924,0",1973,no
501,435,35,No,travel_rarely,1137,research_development,21.0,eso,life_sciences,4,female,51,3,2,healthcare_representative,4,married,4014,19170,1,desconocido,25,4,4,1,10,2,1,10,0,7,"4014,0",1988,yes
502,436,39,No,travel_rarely,466,desconocido,1.0,eso,desconocido,4,female,65,2,4,manufacturing_director,4,married,12742,7060,1,No,16,3,3,1,13,3,3,21,11,8,"12742,0",1984,yes
503,437,39,No,travel_frequently,945,desconocido,22.0,bachillerato,medical,4,female,82,3,3,manufacturing_director,1,single,4691,5083,1,desconocido,13,3,3,0,12,2,3,21,2,8,,1984,no
504,438,41,No,desconocido,509,desconocido,7.0,fp,desconocido,2,female,43,4,1,research_scientist,3,desconocido,3376,18863,1,No,13,3,3,0,15,3,3,10,0,8,"3376,0",1982,no
505,439,44,Yes,desconocido,1376,human_resources,1.0,fp,medical,2,male,91,2,3,human_resources,1,married,10482,2326,9,No,14,3,4,1,24,1,3,20,3,6,"10482,0",1979,yes
506,440,42,No,desconocido,469,desconocido,2.0,fp,medical,4,male,35,3,4,manager,1,desconocido,7369,14399,0,No,17,3,4,1,23,3,3,22,13,7,,1981,no
507,441,52,No,travel_rarely,994,desconocido,7.0,universidad,life_sciences,2,male,87,3,3,healthcare_representative,2,single,5453,15322,7,desconocido,19,3,4,0,18,4,2,8,4,0,,1971,yes
508,442,38,No,desconocido,433,desconocido,1.0,bachillerato,desconocido,3,male,37,4,1,human_resources,3,desconocido,6623,6004,1,No,13,3,4,1,7,2,4,7,5,0,,1985,yes
509,443,46,No,desconocido,991,human_resources,1.0,fp,life_sciences,4,female,44,3,1,human_resources,1,desconocido,5724,22957,6,desconocido,12,3,3,0,10,3,4,7,5,7,,1977,yes
510,444,35,No,desconocido,482,desconocido,4.0,universidad,life_sciences,3,male,87,3,2,research_scientist,3,single,4249,2690,1,desconocido,11,3,2,0,11,3,3,9,1,1,"4249,0",1988,no
511,445,28,No,travel_rarely,1083,research_development,29.0,eso,life_sciences,3,male,96,1,2,manufacturing_director,2,married,6549,3173,1,desconocido,14,3,2,2,8,2,2,8,1,7,"6549,0",1995,yes
512,446,44,No,desconocido,136,desconocido,28.0,bachillerato,life_sciences,4,male,32,3,4,research_director,1,married,4568,22074,3,No,13,3,3,1,15,1,4,20,14,17,,1979,yes
513,447,50,No,desconocido,333,desconocido,22.0,doctorado,desconocido,3,male,88,1,4,research_director,4,desconocido,14411,24450,1,desconocido,13,3,4,0,19,2,3,32,13,9,"14411,0",1973,no
514,448,55,No,travel_rarely,685,desconocido,8.8,doctorado,marketing,3,male,60,2,5,manager,4,desconocido,19586,23037,1,No,21,4,3,1,36,3,3,36,2,13,"19586,0",1968,yes
515,449,39,No,desconocido,1462,sales,6.0,bachillerato,desconocido,4,male,38,4,3,sales_executive,3,married,8237,4658,2,No,11,3,1,1,11,3,3,7,7,6,"8237,0",1984,yes
516,450,49,No,desconocido,722,research_development,15.0,universidad,desconocido,1,female,84,3,1,laboratory_technician,1,desconocido,3211,22102,1,desconocido,14,3,4,1,10,3,2,9,1,4,"3211,0",1974,yes
517,451,45,No,desconocido,918,desconocido,28.0,fp,technical_degree,4,female,48,2,4,research_director,2,single,16704,17119,1,desconocido,11,3,3,0,21,2,3,21,8,6,"16704,0",1978,no
518,452,46,No,desconocido,1277,desconocido,2.0,bachillerato,desconocido,3,male,74,3,3,sales_executive,4,desconocido,7870,5596,4,desconocido,12,3,2,1,15,5,2,10,0,3,,1977,no
519,453,27,No,desconocido,1131,desconocido,15.0,bachillerato,desconocido,4,female,77,2,1,research_scientist,1,married,4774,23844,0,No,19,3,4,1,8,2,2,7,7,3,"4774,0",1996,no
520,454,42,No,travel_rarely,300,desconocido,2.0,bachillerato,desconocido,1,male,56,3,5,manager,3,married,6814,17312,5,desconocido,11,3,1,0,24,2,2,22,4,14,,1981,yes
521,455,49,No,desconocido,1023,sales,2.0,bachillerato,desconocido,4,male,63,2,2,sales_executive,2,married,4797,13243,2,desconocido,14,3,4,0,17,3,2,9,0,8,,1974,yes
522,456,29,No,travel_rarely,153,desconocido,15.0,fp,life_sciences,4,female,49,2,2,laboratory_technician,3,single,4471,12682,0,Yes,12,3,4,0,10,3,3,9,0,8,,1994,yes
523,457,34,No,non_travel,1065,desconocido,14.2,universidad,marketing,1,male,72,3,2,sales_executive,3,desconocido,4568,10034,0,No,20,4,3,0,19,2,3,9,8,7,"4568,0",1989,no
524,458,37,No,desconocido,1115,desconocido,1.0,universidad,desconocido,1,male,51,2,2,manufacturing_director,3,divorced,5993,2689,1,No,18,3,3,1,10,2,2,7,0,7,"5993,0",1986,no
525,459,36,No,desconocido,1195,desconocido,11.0,bachillerato,desconocido,2,male,95,2,2,manufacturing_director,2,single,6499,22656,1,No,13,3,3,0,6,3,3,6,0,3,"6499,0",1987,yes
526,460,45,No,desconocido,1316,desconocido,29.0,bachillerato,desconocido,3,male,83,3,1,research_scientist,4,single,3452,9752,5,desconocido,13,3,2,0,9,2,2,6,0,3,"3452,0",1978,yes
527,461,29,No,travel_rarely,665,desconocido,15.0,bachillerato,desconocido,3,male,60,3,1,research_scientist,4,desconocido,5843,22673,1,No,19,3,1,0,6,1,3,6,1,5,,1994,no
528,462,26,No,desconocido,1479,desconocido,1.0,bachillerato,desconocido,3,female,84,3,2,manufacturing_director,2,desconocido,6397,26767,1,No,20,4,1,1,6,6,1,6,1,4,"6397,0",1997,no
529,463,28,No,desconocido,304,desconocido,9.0,universidad,life_sciences,2,male,92,3,2,sales_executive,4,single,6439,20750,1,No,16,3,4,0,19,1,3,7,0,7,,1995,yes
530,464,42,No,travel_frequently,1368,desconocido,5.6,universidad,technical_degree,4,female,75,2,2,healthcare_representative,4,married,6525,4386,0,No,11,3,4,3,7,4,4,6,0,4,,1981,yes
531,465,31,No,travel_rarely,828,sales,2.0,eso,life_sciences,2,male,77,3,2,sales_executive,4,desconocido,6939,8346,4,Yes,13,3,3,0,10,2,4,6,0,5,,1992,yes
532,466,37,No,travel_rarely,799,desconocido,13.4,bachillerato,desconocido,4,female,59,3,3,manufacturing_director,4,single,4777,23848,4,desconocido,17,3,4,0,13,3,4,6,1,2,,1986,yes
533,467,37,No,non_travel,142,desconocido,9.0,universidad,desconocido,1,male,69,3,3,sales_executive,2,divorced,4972,24666,1,No,13,3,4,1,9,6,3,9,7,7,,1986,no
534,468,37,No,travel_rarely,446,desconocido,1.0,universidad,life_sciences,2,female,65,3,2,manufacturing_director,2,married,6302,15701,6,desconocido,12,3,2,1,8,2,2,6,4,3,,1986,no
535,469,24,No,travel_rarely,691,desconocido,23.0,bachillerato,medical,2,male,89,4,1,research_scientist,4,desconocido,2725,21630,1,desconocido,11,3,2,2,21,3,3,6,1,4,"2725,0",1999,yes
536,470,50,No,desconocido,1246,desconocido,3.0,bachillerato,desconocido,1,male,99,3,5,manager,2,married,6767,7999,1,No,11,3,3,1,14,2,3,32,10,7,,1973,no
537,471,34,No,desconocido,254,desconocido,1.0,fp,life_sciences,2,male,83,2,1,research_scientist,4,desconocido,3622,22794,1,Yes,13,3,4,1,6,3,3,6,1,3,"3622,0",1989,yes
538,472,27,No,travel_frequently,1410,desconocido,3.0,eso,medical,4,female,71,4,2,sales_executive,4,desconocido,10096,16673,1,desconocido,20,3,2,2,17,3,3,6,0,4,,1996,no
539,473,25,No,desconocido,883,sales,5.2,eso,desconocido,4,female,32,3,2,sales_executive,4,single,6180,22807,1,No,23,4,2,0,6,5,2,6,1,4,"6180,0",1998,no
540,474,34,No,desconocido,304,sales,9.2,bachillerato,other,4,male,60,3,2,sales_executive,4,single,6274,18686,1,No,22,4,3,0,6,5,3,6,1,4,"6274,0",1989,yes
541,475,34,No,desconocido,121,research_development,2.0,universidad,desconocido,3,female,86,2,1,research_scientist,1,desconocido,4381,7530,1,desconocido,11,3,3,0,6,3,3,6,1,3,"4381,0",1989,yes
542,476,35,No,desconocido,950,desconocido,7.0,bachillerato,other,3,male,59,3,3,manufacturing_director,3,single,4880,18869,3,No,21,4,2,0,17,3,4,8,1,6,,1988,no
543,477,35,No,desconocido,1343,desconocido,7.2,eso,medical,1,female,53,2,1,research_scientist,1,desconocido,2559,17852,1,desconocido,11,3,4,0,6,3,2,6,1,1,"2559,0",1988,no
544,478,33,No,desconocido,827,research_development,1.0,universidad,desconocido,3,female,84,4,2,healthcare_representative,2,married,5488,20161,1,Yes,13,3,1,1,10,2,3,6,1,2,"5488,0",1990,yes
545,479,29,No,desconocido,1107,desconocido,28.0,universidad,life_sciences,3,female,93,3,1,research_scientist,4,divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,1,7,"2514,0",1994,no
546,480,29,No,travel_frequently,490,research_development,10.0,bachillerato,desconocido,4,female,61,3,1,research_scientist,2,divorced,6277,17940,0,No,14,3,4,2,8,2,2,7,1,1,,1994,yes
547,481,34,No,desconocido,1400,desconocido,9.0,eso,life_sciences,2,female,70,3,2,sales_executive,3,married,6713,5829,1,desconocido,20,4,1,0,18,3,2,6,1,3,,1989,no
548,482,28,No,travel_rarely,1179,desconocido,19.0,universidad,medical,4,male,78,2,1,laboratory_technician,1,married,3196,12449,1,desconocido,12,3,3,3,6,2,3,6,3,3,"3196,0",1995,no
549,483,44,No,desconocido,1117,desconocido,2.0,eso,life_sciences,1,female,72,4,1,research_scientist,4,married,5392,19982,1,desconocido,13,3,4,1,10,5,3,10,7,7,,1979,no
550,484,31,No,travel_rarely,1332,research_development,11.0,fp,desconocido,3,male,80,3,2,healthcare_representative,1,married,5927,17089,1,Yes,12,3,4,0,6,2,2,6,0,1,,1992,no
551,485,26,No,desconocido,583,research_development,4.0,fp,life_sciences,3,male,53,3,1,research_scientist,4,desconocido,3984,9973,1,Yes,20,4,2,0,13,2,2,8,2,2,,1997,no
552,486,47,No,travel_rarely,465,desconocido,1.0,bachillerato,desconocido,1,male,74,3,1,research_scientist,4,desconocido,3420,10205,7,No,12,3,3,1,17,2,2,6,1,2,"3420,0",1976,yes
553,487,37,No,desconocido,1413,research_development,5.0,fp,desconocido,3,male,84,4,1,laboratory_technician,3,single,3429,25470,0,No,14,3,1,0,7,2,1,6,1,3,,1986,no
554,488,32,No,desconocido,1200,desconocido,1.0,universidad,desconocido,4,male,58,3,2,research_scientist,1,married,4087,25174,4,desconocido,14,3,2,1,9,3,2,6,1,2,"4087,0",1991,yes
555,489,32,No,desconocido,977,desconocido,2.0,bachillerato,medical,4,male,45,3,2,research_scientist,2,divorced,6971,25518,0,No,13,3,3,2,10,4,2,9,1,6,,1991,yes
556,490,33,No,non_travel,530,desconocido,16.0,bachillerato,life_sciences,3,female,36,3,2,sales_executive,4,desconocido,5368,16130,1,Yes,25,4,3,1,7,2,3,6,1,2,"5368,0",1990,no
557,491,47,Yes,desconocido,1093,sales,9.0,bachillerato,desconocido,3,male,82,1,4,sales_executive,3,married,12936,24164,7,No,11,3,3,0,25,3,1,23,14,10,"12936,0",1976,yes
558,492,41,Yes,desconocido,1102,desconocido,1.0,fp,desconocido,2,female,94,3,2,sales_executive,4,desconocido,3918,19479,8,Yes,11,3,1,0,8,0,1,6,0,5,,1982,no
559,493,35,No,travel_rarely,809,research_development,16.0,bachillerato,medical,1,male,84,4,1,laboratory_technician,2,married,4691,16479,0,desconocido,13,3,3,1,6,5,3,5,0,3,,1988,no
560,494,29,No,travel_rarely,1328,desconocido,2.0,bachillerato,life_sciences,3,male,76,3,1,research_scientist,2,married,7870,4956,0,No,23,4,4,1,12,3,3,5,0,4,,1994,no
561,495,32,No,travel_rarely,548,desconocido,1.0,bachillerato,life_sciences,2,male,66,3,2,research_scientist,2,desconocido,6614,7346,1,No,17,3,2,2,10,3,3,10,0,9,,1991,yes
562,496,35,No,travel_rarely,1214,desconocido,1.0,bachillerato,medical,2,male,30,2,1,research_scientist,3,single,4386,26278,1,No,18,3,1,0,6,3,3,6,0,4,,1988,no
563,497,56,No,desconocido,787,desconocido,12.0,bachillerato,desconocido,4,male,55,1,3,manufacturing_director,4,desconocido,7695,21698,4,No,11,3,1,0,37,3,2,6,0,2,,1967,yes
564,498,28,No,desconocido,120,desconocido,4.0,bachillerato,medical,2,male,43,3,2,sales_executive,3,desconocido,4221,8863,1,desconocido,15,3,2,0,5,3,4,5,0,4,"4221,0",1995,yes
565,499,25,Yes,travel_rarely,240,desconocido,5.0,bachillerato,desconocido,3,male,46,2,2,sales_executive,3,single,4765,26959,1,Yes,11,3,4,0,12,1,3,6,0,3,,1998,yes
566,500,56,Yes,desconocido,441,desconocido,14.0,universidad,life_sciences,2,female,72,3,1,research_scientist,2,desconocido,4963,4510,9,desconocido,18,3,1,3,7,2,3,5,4,3,"4963,0",1967,yes
567,501,26,No,desconocido,841,research_development,6.0,bachillerato,desconocido,3,female,46,2,1,research_scientist,2,married,5451,23300,1,desconocido,19,3,3,0,5,3,2,5,4,3,,1997,no
568,502,32,Yes,desconocido,1033,desconocido,9.0,bachillerato,medical,1,female,41,3,1,laboratory_technician,1,desconocido,4200,10224,7,No,22,4,1,0,15,2,4,5,0,4,"4200,0",1991,no
569,503,30,No,travel_rarely,468,desconocido,18.0,bachillerato,life_sciences,1,female,75,3,1,research_scientist,3,single,3951,23910,1,No,14,3,3,0,11,4,2,5,0,4,,1993,yes
570,504,50,No,travel_rarely,1452,desconocido,11.0,bachillerato,desconocido,3,female,53,3,5,manager,2,desconocido,7278,17053,3,desconocido,15,3,2,0,18,5,3,5,4,4,,1973,no
571,505,32,No,desconocido,120,desconocido,6.0,doctorado,life_sciences,3,male,43,3,1,research_scientist,3,desconocido,5716,12430,3,No,20,4,1,0,8,2,2,5,1,4,,1991,no
572,506,45,No,travel_rarely,1268,desconocido,4.0,fp,desconocido,3,female,30,3,2,sales_executive,1,desconocido,5006,6319,4,desconocido,11,3,1,1,9,3,4,5,0,3,"5006,0",1978,no
573,507,43,No,desconocido,866,desconocido,7.0,bachillerato,desconocido,4,male,37,4,1,research_scientist,4,divorced,5633,5228,4,No,14,3,4,3,7,3,4,5,2,2,,1980,yes
574,508,29,Yes,desconocido,121,desconocido,27.0,bachillerato,marketing,2,female,35,3,3,sales_executive,4,married,7639,24525,1,desconocido,22,4,4,3,10,3,2,10,1,9,"7639,0",1994,yes
575,509,31,No,non_travel,1007,research_development,1.0,universidad,medical,3,male,90,1,2,manufacturing_director,3,desconocido,5569,4381,0,desconocido,12,3,4,1,6,2,3,5,1,4,,1992,yes
576,510,33,Yes,desconocido,813,desconocido,14.0,bachillerato,desconocido,3,male,58,3,1,laboratory_technician,4,married,5182,22149,5,Yes,13,3,3,1,8,2,1,5,0,4,,1990,no
577,511,31,Yes,desconocido,307,desconocido,29.0,fp,desconocido,3,male,71,2,1,laboratory_technician,2,desconocido,6248,11652,0,No,11,3,2,0,21,2,4,5,1,4,,1992,yes
578,512,37,No,desconocido,228,desconocido,6.0,universidad,desconocido,3,male,66,3,2,sales_executive,4,desconocido,6502,22825,4,No,14,3,2,1,10,5,4,5,0,1,"6502,0",1986,yes
579,513,50,No,desconocido,797,research_development,4.0,eso,desconocido,1,male,96,3,5,research_director,2,divorced,8358,15815,3,No,14,3,1,2,28,4,2,10,1,6,,1973,no
580,514,42,No,travel_frequently,555,desconocido,26.0,bachillerato,desconocido,3,female,77,3,4,sales_executive,2,married,13525,14864,5,desconocido,14,3,4,1,12,2,2,20,4,8,"13525,0",1981,yes
581,515,27,No,desconocido,1377,desconocido,2.0,bachillerato,desconocido,4,male,74,3,2,sales_executive,3,desconocido,5543,5242,1,Yes,11,3,1,0,5,3,3,5,0,4,,1996,yes
582,516,27,No,non_travel,210,desconocido,1.0,eso,marketing,3,male,73,3,2,sales_executive,2,desconocido,6349,22107,0,Yes,13,3,4,1,9,0,2,5,1,4,"6349,0",1996,yes
583,517,41,No,travel_rarely,483,desconocido,6.0,bachillerato,desconocido,4,male,67,2,2,manufacturing_director,2,single,4678,10110,6,Yes,15,3,4,0,12,3,3,5,1,2,,1982,yes
584,518,37,No,travel_rarely,921,desconocido,10.0,bachillerato,medical,3,female,98,3,1,laboratory_technician,1,desconocido,8022,17663,6,No,20,4,2,1,15,3,3,5,0,3,,1986,yes
585,519,40,Yes,desconocido,575,desconocido,4.6,fp,desconocido,2,male,68,2,2,sales_executive,3,desconocido,6380,6110,2,Yes,12,3,1,2,8,6,3,6,1,0,"6380,0",1983,yes
586,520,55,No,desconocido,1311,desconocido,2.0,bachillerato,desconocido,3,female,97,3,4,manager,4,single,6224,23258,2,Yes,13,3,3,0,14,2,3,5,1,2,,1968,no
587,521,26,Yes,travel_frequently,575,desconocido,3.0,eso,desconocido,3,male,73,3,1,research_scientist,1,desconocido,3102,6582,0,desconocido,22,4,3,0,15,2,3,6,0,4,"3102,0",1997,yes
588,522,40,No,travel_rarely,759,desconocido,2.0,fp,marketing,4,female,46,3,2,sales_executive,2,divorced,4884,22553,7,desconocido,12,3,3,2,15,5,3,5,1,3,,1983,yes
589,523,25,No,desconocido,891,sales,4.0,fp,desconocido,2,female,99,2,2,sales_executive,4,single,5339,12090,1,Yes,11,3,2,0,5,3,3,5,1,3,,1998,no
590,524,30,No,desconocido,1082,desconocido,12.0,bachillerato,desconocido,2,female,83,3,2,sales_executive,3,single,6995,19558,0,No,11,3,2,0,19,6,3,5,4,4,,1993,yes
591,525,52,No,travel_rarely,319,desconocido,7.0,bachillerato,desconocido,4,male,52,2,3,manufacturing_director,3,married,6979,19609,2,desconocido,14,3,3,0,10,4,3,5,0,4,,1971,no
592,526,42,No,travel_frequently,532,desconocido,10.4,fp,desconocido,1,female,92,3,2,research_scientist,3,desconocido,4556,12932,2,No,11,3,2,1,19,3,3,5,0,2,"4556,0",1981,no
593,527,30,No,travel_rarely,317,desconocido,2.0,bachillerato,life_sciences,3,female,43,1,2,manufacturing_director,4,desconocido,7116,24793,2,No,20,4,3,0,11,2,3,5,0,2,,1993,yes
594,528,35,No,travel_rarely,144,desconocido,22.0,bachillerato,life_sciences,4,male,46,1,1,laboratory_technician,3,single,4230,19225,0,No,15,3,3,0,17,2,3,5,4,3,"4230,0",1988,no
595,529,31,No,travel_rarely,688,desconocido,7.0,bachillerato,desconocido,3,male,44,2,3,manager,4,divorced,6760,25291,9,desconocido,21,4,3,1,10,3,2,5,0,1,,1992,yes
596,530,35,No,travel_rarely,195,sales,1.0,bachillerato,desconocido,1,female,80,3,2,sales_executive,3,single,4859,6698,1,desconocido,16,3,4,0,5,3,3,5,0,3,"4859,0",1988,yes
597,531,25,No,desconocido,622,desconocido,13.0,eso,desconocido,2,male,40,3,1,sales_representative,3,desconocido,4079,26376,1,desconocido,11,3,3,0,7,1,3,7,0,6,,1998,yes
598,532,32,No,travel_rarely,646,desconocido,9.0,universidad,desconocido,1,female,92,3,2,research_scientist,4,married,6322,18089,1,desconocido,12,3,4,1,6,2,2,6,0,5,"6322,0",1991,no
599,533,47,Yes,desconocido,719,desconocido,27.0,fp,life_sciences,2,female,77,4,2,sales_executive,3,desconocido,4755,10339,4,Yes,12,3,4,0,8,2,3,5,1,3,,1976,no
600,534,30,No,travel_frequently,1012,desconocido,5.0,universidad,life_sciences,2,male,62,2,1,research_scientist,4,divorced,6996,2373,9,No,12,3,2,1,10,3,2,5,0,3,,1993,yes
601,535,45,No,desconocido,930,desconocido,9.0,bachillerato,marketing,4,male,74,3,3,sales_executive,1,divorced,10761,19239,4,Yes,12,3,3,1,18,2,3,5,0,2,"10761,0",1978,no
602,536,36,No,travel_rarely,1278,desconocido,8.0,bachillerato,life_sciences,1,male,77,2,1,human_resources,1,desconocido,7165,8635,0,desconocido,21,4,3,0,17,3,3,5,0,3,,1987,yes
603,537,31,No,desconocido,1222,desconocido,11.0,universidad,desconocido,4,male,48,3,1,research_scientist,4,desconocido,5277,14871,3,desconocido,19,3,2,1,15,2,3,6,0,2,,1992,yes
604,538,37,No,travel_frequently,1231,desconocido,21.0,fp,medical,3,female,54,3,1,sales_representative,4,married,2973,21222,5,desconocido,15,3,2,1,14,3,3,5,0,0,"2973,0",1986,no
605,539,39,No,travel_rarely,1383,desconocido,2.0,bachillerato,life_sciences,4,female,42,2,2,human_resources,4,desconocido,5204,7790,8,No,11,3,3,2,13,2,3,5,0,4,"5204,0",1984,no
606,540,42,No,desconocido,462,desconocido,14.0,fp,desconocido,3,female,68,2,2,sales_executive,3,desconocido,7099,7824,7,desconocido,17,3,1,0,15,6,3,5,0,3,,1981,yes
607,541,30,No,travel_rarely,231,desconocido,8.0,fp,desconocido,3,male,62,3,3,sales_executive,3,desconocido,5465,9977,5,No,11,3,1,1,16,2,4,8,7,7,,1993,no
608,542,50,No,desconocido,951,desconocido,1.0,fp,medical,4,male,66,3,4,research_director,4,divorced,17399,6615,9,No,22,3,3,1,32,1,2,5,1,3,"17399,0",1973,yes
