,age,attrition,business_travel,department,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
503,39,No,travel_frequently,desconocido,3,medical,136,4,female,3,3,manufacturing_director,1,single,5083,1,desconocido,13,3.0,3,0,2,3,21,2,8,1984,no,82,945.0,22.0,4691.0,8
504,41,No,desconocido,desconocido,2,desconocido,1085,2,female,4,1,research_scientist,3,desconocido,18863,1,No,13,3.0,3,0,3,3,10,0,8,1982,no,43,509.0,7.0,3376.0,9
505,44,Yes,desconocido, human_resources ,2,medical,137,2,male,2,3,human_resources,1,married,2326,9,No,14,3.0,4,1,1,3,20,3,6,1979,yes,91,1376.0,1.0,10482.0,24
506,42,No,desconocido,desconocido,2,medical,1109,4,male,3,4,manager,1,desconocido,14399,0,No,17,3.0,4,1,3,3,22,13,7,1981,no,35,469.0,2.0,6794.8,23
507,52,No,travel_rarely,desconocido,4,life_sciences,1118,2,male,3,3,healthcare_representative,2,single,15322,7,desconocido,19,3.0,4,0,4,3,8,4,0,1971,yes,87,994.0,7.0,5453.8,18
508,38,No,desconocido,desconocido,3,desconocido,1152,3,male,4,1,human_resources,3,desconocido,6004,1,No,13,3.0,4,1,2,4,7,5,0,1985,yes,37,433.0,1.0,6623.8,7
509,46,No,desconocido, human_resources ,2,life_sciences,138,4,female,3,1,human_resources,1,desconocido,22957,6,desconocido,12,3.0,3,0,3,4,7,5,7,1977,yes,44,991.0,1.0,5724.0,10
510,35,No,desconocido,desconocido,4,life_sciences,1350,3,male,3,2,research_scientist,3,single,2690,1,desconocido,11,3.0,2,0,3,3,9,1,1,1988,no,87,482.0,4.0,4249.0,6
511,28,No,travel_rarely, research_development ,1,life_sciences,1514,3,male,1,2,manufacturing_director,2,married,3173,1,desconocido,14,3.0,2,2,2,2,8,1,7,1995,yes,96,1083.0,29.0,6549.0,8
512,44,No,desconocido,desconocido,3,life_sciences,1523,4,male,3,4,research_director,1,married,22074,3,No,13,3.0,3,1,1,4,20,14,17,1979,yes,32,136.0,28.0,4190.6,10
513,50,No,desconocido,desconocido,5,desconocido,1539,3,male,1,4,research_director,4,desconocido,24450,1,desconocido,13,3.0,4,0,2,3,32,13,9,1973,no,88,333.0,22.0,14411.0,15
514,55,No,travel_rarely,desconocido,5,marketing,139,3,male,2,5,manager,4,desconocido,23037,1,No,21,4.0,3,1,3,3,36,2,13,1968,yes,60,685.0,8.8,19586.0,36
515,39,No,desconocido, sales ,3,desconocido,1588,4,male,4,3,sales_executive,3,married,4658,2,No,11,3.0,1,1,3,3,7,7,6,1984,yes,38,1462.0,6.0,8237.0,11
516,49,No,desconocido, research_development ,4,desconocido,1617,1,female,3,1,laboratory_technician,1,desconocido,22102,1,desconocido,14,3.0,4,1,3,2,9,1,4,1974,yes,84,722.0,15.0,3211.0,10
517,45,No,desconocido,desconocido,2,technical_degree,1719,4,female,2,4,research_director,2,single,17119,1,desconocido,11,3.0,3,0,2,3,21,8,6,1978,no,48,778.4,28.0,16704.0,21
518,46,No,desconocido,desconocido,3,desconocido,140,3,male,3,3,sales_executive,4,desconocido,5596,4,desconocido,12,3.0,2,1,5,2,10,0,3,1977,no,74,1277.0,2.0,7870.6,10
519,27,No,desconocido,desconocido,3,desconocido,1870,4,female,2,1,research_scientist,1,married,23844,0,No,19,3.0,4,1,2,3,7,7,3,1996,no,77,1131.0,15.0,4774.0,8
520,42,No,travel_rarely,desconocido,3,desconocido,2031,1,male,3,5,manager,3,married,17312,5,desconocido,11,3.0,1,0,2,2,22,4,14,1981,yes,56,300.0,2.0,7172.4,24
521,49,No,desconocido, sales ,3,desconocido,2065,4,male,2,2,sales_executive,2,married,13243,2,desconocido,14,3.0,4,0,3,2,9,0,8,1974,yes,63,1023.0,2.0,5722.4,17
522,29,No,travel_rarely,desconocido,2,life_sciences,15,4,female,2,2,laboratory_technician,3,single,12682,0,Yes,12,3.0,4,0,3,3,9,0,8,1994,yes,49,153.0,15.0,4471.8,10
523,34,No,non_travel,desconocido,4,marketing,60,1,male,3,2,sales_executive,3,desconocido,10034,0,No,20,4.0,3,0,2,3,9,8,7,1989,no,72,1065.0,12.8,4568.0,14
524,37,No,desconocido,desconocido,4,desconocido,141,1,male,2,2,manufacturing_director,3,divorced,2689,1,No,18,3.0,3,1,2,3,7,0,7,1986,no,51,1115.0,1.0,5993.0,10
525,36,No,desconocido,desconocido,3,desconocido,85,2,male,2,2,manufacturing_director,2,single,22656,1,No,13,3.0,3,0,3,3,6,0,3,1987,yes,95,1195.0,11.0,6499.0,6
526,45,No,desconocido,desconocido,3,desconocido,142,3,male,3,1,research_scientist,4,single,9752,5,desconocido,13,3.0,2,0,2,2,6,0,3,1978,yes,83,1316.0,29.0,3452.0,9
527,29,No,travel_rarely,desconocido,3,desconocido,346,3,male,3,1,research_scientist,4,desconocido,22673,1,No,19,3.0,1,0,1,3,6,1,5,1994,no,60,665.0,15.0,5993.4,6
528,26,No,desconocido,desconocido,3,desconocido,384,3,female,3,2,manufacturing_director,2,desconocido,26767,1,No,20,4.0,1,1,6,1,6,1,4,1997,no,84,1479.0,1.0,6397.0,6
529,28,No,desconocido,desconocido,4,life_sciences,498,2,male,3,2,sales_executive,4,single,20750,1,No,16,3.0,4,0,1,3,7,0,7,1995,yes,92,304.0,9.0,4848.2,13
530,42,No,travel_frequently,desconocido,4,technical_degree,551,4,female,2,2,healthcare_representative,4,married,4386,0,No,11,3.0,4,3,4,4,6,0,4,1981,yes,71,1368.0,8.2,4461.0,7
531,31,No,travel_rarely, sales ,1,life_sciences,604,2,male,3,2,sales_executive,4,desconocido,8346,4,Yes,13,3.0,3,0,2,4,6,0,5,1992,yes,77,828.0,2.0,5795.8,10
532,37,No,travel_rarely,desconocido,3,desconocido,143,4,female,3,3,manufacturing_director,4,single,23848,4,desconocido,17,3.0,4,0,3,4,6,1,2,1986,yes,59,799.0,8.8,5523.6,8
533,37,No,non_travel,desconocido,4,desconocido,626,1,male,3,3,sales_executive,2,divorced,24666,1,No,13,3.0,4,1,6,3,9,7,7,1986,no,69,142.0,9.0,4972.8,9
534,37,No,travel_rarely,desconocido,4,life_sciences,144,2,female,3,2,manufacturing_director,2,married,15701,6,desconocido,12,3.0,2,1,2,2,6,4,3,1986,no,65,446.0,1.0,6788.4,8
535,24,No,travel_rarely,desconocido,3,medical,145,2,male,4,1,research_scientist,4,desconocido,21630,1,desconocido,11,3.0,2,2,3,3,6,1,4,1999,yes,89,691.0,23.0,2725.0,16
536,50,No,desconocido,desconocido,3,desconocido,644,1,male,3,5,manager,2,married,7999,1,No,11,3.0,3,1,2,3,32,10,7,1973,no,99,1246.0,3.0,6767.4,7
537,34,No,desconocido,desconocido,2,life_sciences,649,2,male,2,1,research_scientist,4,desconocido,22794,1,Yes,13,3.0,4,1,3,3,6,1,3,1989,yes,83,254.0,1.0,3622.0,6
538,27,No,travel_frequently,desconocido,1,medical,714,4,female,4,2,sales_executive,4,desconocido,16673,1,desconocido,20,3.0,2,2,3,3,6,0,4,1996,no,71,1410.0,3.0,10096.0,11
539,25,No,desconocido, sales ,1,desconocido,781,4,female,3,2,sales_executive,4,single,22807,1,No,23,4.0,2,0,5,2,6,1,4,1998,no,32,883.0,5.2,6180.0,6
540,34,No,desconocido, sales ,3,other,146,4,male,3,2,sales_executive,4,single,18686,1,No,22,4.0,3,0,5,3,6,1,4,1989,yes,60,304.0,9.2,6274.0,6
541,34,No,desconocido, research_development ,4,desconocido,804,3,female,2,1,research_scientist,1,desconocido,7530,1,desconocido,11,3.0,3,0,3,3,6,1,3,1989,yes,86,121.0,2.0,4381.0,6
542,35,No,desconocido,desconocido,3,other,147,3,male,3,3,manufacturing_director,3,single,18869,3,No,21,4.0,2,0,3,4,8,1,6,1988,no,59,950.0,7.0,4880.6,17
543,35,No,desconocido,desconocido,1,medical,856,1,female,2,1,research_scientist,1,desconocido,17852,1,desconocido,11,3.0,4,0,3,2,6,1,1,1988,no,53,1343.0,7.2,2559.0,6
544,33,No,desconocido, research_development ,4,desconocido,998,3,female,4,2,healthcare_representative,2,married,20161,1,Yes,13,3.0,1,1,2,3,6,1,2,1990,yes,84,827.0,1.0,5488.0,9
545,29,No,desconocido,desconocido,4,life_sciences,1120,3,female,3,1,research_scientist,4,divorced,26968,4,No,22,4.0,1,1,1,3,7,1,7,1994,no,93,1107.0,28.0,2514.0,11
546,29,No,travel_frequently, research_development ,3,desconocido,1143,4,female,3,1,research_scientist,2,divorced,17940,0,No,14,3.0,4,2,2,2,7,1,1,1994,yes,61,490.0,10.0,6834.2,8
547,34,No,desconocido,desconocido,1,life_sciences,148,2,female,3,2,sales_executive,3,married,5829,1,desconocido,20,4.0,1,0,3,2,6,1,3,1989,no,70,1400.0,9.0,6713.0,11
548,28,No,travel_rarely,desconocido,4,medical,149,4,male,2,1,laboratory_technician,1,married,12449,1,desconocido,12,3.0,3,3,2,3,6,3,3,1995,no,78,1179.0,19.0,3196.0,6
549,44,No,desconocido,desconocido,1,life_sciences,150,1,female,4,1,research_scientist,4,married,19982,1,desconocido,13,3.0,4,1,5,3,10,7,7,1979,no,72,1117.0,2.0,5214.8,10
550,31,No,travel_rarely, research_development ,2,desconocido,1251,3,male,3,2,healthcare_representative,1,married,17089,1,Yes,12,3.0,4,0,2,2,6,0,1,1992,no,80,1332.0,11.0,5927.6,6
551,26,No,desconocido, research_development ,2,life_sciences,151,3,male,3,1,research_scientist,4,desconocido,9973,1,Yes,20,4.0,2,0,2,2,8,2,2,1997,no,53,583.0,4.0,3984.2,8
552,47,No,travel_rarely,desconocido,3,desconocido,1438,1,male,3,1,research_scientist,4,desconocido,10205,7,No,12,3.0,3,1,2,2,6,1,2,1976,yes,74,465.0,1.0,3420.0,17
553,37,No,desconocido, research_development ,2,desconocido,152,3,male,4,1,laboratory_technician,3,single,25470,0,No,14,3.0,1,0,2,1,6,1,3,1986,no,84,1413.0,5.0,3429.0,7
554,32,No,desconocido,desconocido,4,desconocido,1574,4,male,3,2,research_scientist,1,married,25174,4,desconocido,14,3.0,2,1,3,2,6,1,2,1991,yes,61,1200.0,1.0,4087.0,9
555,32,No,desconocido,desconocido,3,medical,1671,4,male,3,2,research_scientist,2,divorced,25518,0,No,13,3.0,3,2,4,2,9,1,6,1991,yes,45,977.0,2.0,6971.0,10
556,33,No,non_travel,desconocido,3,life_sciences,153,3,female,3,2,sales_executive,4,desconocido,16130,1,Yes,25,4.0,3,1,2,3,6,1,2,1990,no,36,530.0,16.0,5368.0,7
557,47,Yes,desconocido, sales ,3,desconocido,154,3,male,1,4,sales_executive,3,married,24164,7,No,11,3.0,3,0,3,1,23,14,10,1976,yes,82,1093.0,9.0,12936.0,25
558,41,Yes,desconocido,desconocido,2,desconocido,155,2,female,3,2,sales_executive,4,desconocido,19479,8,Yes,11,3.0,1,0,0,1,6,0,5,1982,no,94,1102.0,1.0,3985.4,8
559,35,No,travel_rarely, research_development ,3,medical,156,1,male,4,1,laboratory_technician,2,married,16479,0,desconocido,13,3.0,3,1,5,3,5,0,3,1988,no,84,809.0,16.0,5061.6,6
560,29,No,travel_rarely,desconocido,3,life_sciences,94,3,male,3,1,research_scientist,2,married,4956,0,No,23,4.0,4,1,3,3,5,0,4,1994,no,76,1328.0,2.0,7870.6,4
561,32,No,travel_rarely,desconocido,3,life_sciences,157,2,male,3,2,research_scientist,2,desconocido,7346,1,No,17,3.0,2,2,3,3,10,0,9,1991,yes,66,548.0,1.0,6614.4,10
562,35,No,travel_rarely,desconocido,3,medical,158,2,male,2,1,research_scientist,3,single,26278,1,No,18,3.0,1,0,3,3,6,0,4,1988,no,30,1214.0,1.0,4371.0,6
563,56,No,desconocido,desconocido,3,desconocido,112,4,male,1,3,manufacturing_director,4,desconocido,21698,4,No,11,3.0,1,0,3,2,6,0,2,1967,yes,78,562.0,9.8,15424.0,37
564,28,No,desconocido,desconocido,3,medical,129,2,male,3,2,sales_executive,3,desconocido,8863,1,desconocido,15,3.0,2,0,3,4,5,0,4,1995,yes,43,120.0,4.0,4221.0,5
565,25,Yes,travel_rarely,desconocido,3,desconocido,142,3,male,2,2,sales_executive,3,single,26959,1,Yes,11,3.0,4,0,1,3,6,0,3,1998,yes,46,240.0,5.0,4765.6,6
566,56,Yes,desconocido,desconocido,4,life_sciences,161,2,female,3,1,research_scientist,2,desconocido,4510,9,desconocido,18,3.0,1,3,2,3,5,4,3,1967,yes,72,441.0,14.0,4963.0,7
567,26,No,desconocido, research_development ,3,desconocido,164,3,female,2,1,research_scientist,2,married,23300,1,desconocido,19,3.0,3,0,3,2,5,4,3,1997,no,46,841.0,6.0,5451.2,5
568,32,Yes,desconocido,desconocido,3,medical,190,1,female,3,1,laboratory_technician,1,desconocido,10224,7,No,22,4.0,1,0,2,4,5,0,4,1991,no,41,1033.0,9.0,4200.0,9
569,30,No,travel_rarely,desconocido,3,life_sciences,194,1,female,3,1,research_scientist,3,single,23910,1,No,14,3.0,3,0,4,2,5,0,4,1993,yes,75,298.8,18.0,3157.6,11
570,50,No,travel_rarely,desconocido,3,desconocido,226,3,female,3,5,manager,2,desconocido,17053,3,desconocido,15,3.0,2,0,5,3,5,4,4,1973,no,53,1452.0,11.0,7278.8,11
571,32,No,desconocido,desconocido,5,life_sciences,231,3,male,3,1,research_scientist,3,desconocido,12430,3,No,20,4.0,1,0,2,3,5,1,4,1991,no,43,120.0,6.0,5716.2,8
572,45,No,travel_rarely,desconocido,2,desconocido,240,3,female,3,2,sales_executive,1,desconocido,6319,4,desconocido,11,3.0,1,1,3,4,5,0,3,1978,no,30,1268.0,4.0,5006.0,9
573,43,No,desconocido,desconocido,3,desconocido,262,4,male,4,1,research_scientist,4,divorced,5228,4,No,14,3.0,4,3,3,4,5,2,2,1980,yes,37,934.0,7.0,7048.4,7
574,29,Yes,desconocido,desconocido,3,marketing,283,2,female,3,3,sales_executive,4,married,24525,1,desconocido,22,4.0,4,3,3,2,10,1,9,1994,yes,35,121.0,27.0,7639.0,10
575,31,No,non_travel, research_development ,4,medical,308,3,male,1,2,manufacturing_director,3,desconocido,4381,0,desconocido,12,3.0,4,1,2,3,5,1,4,1992,yes,90,1044.6,1.0,5632.8,6
576,33,Yes,desconocido,desconocido,3,desconocido,325,3,male,3,1,laboratory_technician,4,married,22149,5,Yes,13,3.0,3,1,2,1,5,0,4,1990,no,58,813.0,14.0,4991.6,8
577,31,Yes,desconocido,desconocido,2,desconocido,355,3,male,2,1,laboratory_technician,2,desconocido,11652,0,No,11,3.0,2,0,2,4,5,1,4,1992,yes,71,307.0,29.0,6406.6,15
578,37,No,desconocido,desconocido,4,desconocido,378,3,male,3,2,sales_executive,4,desconocido,22825,4,No,14,3.0,2,1,5,4,5,0,1,1986,yes,65,228.0,6.0,6502.0,11
579,50,No,desconocido, research_development ,1,desconocido,159,1,male,3,5,research_director,2,divorced,15815,3,No,14,3.0,1,2,4,2,10,1,6,1973,no,96,797.0,4.0,8358.4,28
580,42,No,travel_frequently,desconocido,3,desconocido,160,3,female,3,4,sales_executive,2,married,14864,5,desconocido,14,3.0,4,1,2,3,20,4,8,1981,yes,77,555.0,26.0,13525.0,12
581,27,No,desconocido,desconocido,3,desconocido,161,4,male,3,2,sales_executive,3,desconocido,5242,1,Yes,11,3.0,1,0,3,3,5,0,4,1996,yes,74,1377.0,2.0,5543.8,5
582,27,No,non_travel,desconocido,1,marketing,449,3,male,3,2,sales_executive,2,desconocido,22107,0,Yes,13,3.0,4,1,0,3,5,1,4,1996,yes,73,210.0,1.0,6349.0,9
583,41,No,travel_rarely,desconocido,3,desconocido,466,4,male,2,2,manufacturing_director,2,single,10110,6,Yes,15,3.0,4,0,3,3,5,1,2,1982,yes,63,483.0,6.0,5776.2,11
584,37,No,travel_rarely,desconocido,3,medical,486,3,female,3,1,laboratory_technician,1,desconocido,17663,6,No,20,4.0,2,1,3,3,5,0,3,1986,yes,98,921.0,10.0,8022.6,11
585,40,Yes,desconocido,desconocido,2,desconocido,492,2,male,2,2,sales_executive,3,desconocido,6110,2,Yes,12,3.0,1,2,6,3,6,1,0,1983,yes,68,575.0,4.6,6380.0,8
586,55,No,desconocido,desconocido,3,desconocido,505,3,female,3,4,manager,4,single,23258,2,Yes,13,3.0,3,0,2,3,5,1,2,1968,no,97,1311.0,2.0,6313.2,8
587,26,Yes,travel_frequently,desconocido,1,desconocido,510,3,male,3,1,research_scientist,1,desconocido,6582,0,desconocido,22,4.0,3,0,2,3,6,0,4,1997,yes,73,575.0,3.0,3102.0,10
588,40,No,travel_rarely,desconocido,2,marketing,162,4,female,3,2,sales_executive,2,divorced,22553,7,desconocido,12,3.0,3,2,5,3,5,1,3,1983,yes,46,759.0,2.0,4884.6,6
589,25,No,desconocido, sales ,2,desconocido,527,2,female,2,2,sales_executive,4,single,12090,1,Yes,11,3.0,2,0,3,3,5,1,3,1998,no,99,891.0,4.0,5339.0,5
590,30,No,desconocido,desconocido,3,desconocido,163,2,female,3,2,sales_executive,3,single,19558,0,No,11,3.0,2,0,6,3,5,4,4,1993,yes,83,1082.0,12.0,6995.2,11
591,52,No,travel_rarely,desconocido,3,desconocido,164,4,male,2,3,manufacturing_director,3,married,19609,2,desconocido,14,3.0,3,0,4,3,5,0,4,1971,no,54,319.0,9.4,6618.8,9
592,42,No,travel_frequently,desconocido,2,desconocido,547,1,female,3,2,research_scientist,3,desconocido,12932,2,No,11,3.0,2,1,3,3,5,0,2,1981,no,92,532.0,10.4,4556.0,19
593,30,No,travel_rarely,desconocido,3,life_sciences,548,3,female,1,2,manufacturing_director,4,desconocido,24793,2,No,20,4.0,3,0,2,3,5,0,2,1993,yes,43,317.0,2.0,6153.4,11
594,35,No,travel_rarely,desconocido,3,life_sciences,577,4,male,1,1,laboratory_technician,3,single,19225,0,No,15,3.0,3,0,2,3,5,4,3,1988,no,46,144.0,22.0,4230.0,12
595,31,No,travel_rarely,desconocido,3,desconocido,165,3,male,2,3,manager,4,divorced,25291,9,desconocido,21,4.0,3,1,3,2,5,0,1,1992,yes,44,688.0,7.0,6760.6,10
596,35,No,travel_rarely, sales ,3,desconocido,166,1,female,3,2,sales_executive,3,single,6698,1,desconocido,16,3.0,4,0,3,3,5,0,3,1988,yes,80,195.0,1.0,4859.0,5
597,25,No,desconocido,desconocido,1,desconocido,167,2,male,3,1,sales_representative,3,desconocido,26376,1,desconocido,11,3.0,3,0,1,3,7,0,6,1998,yes,40,622.0,13.0,4079.8,7
598,32,No,travel_rarely,desconocido,4,desconocido,679,1,female,3,2,research_scientist,4,married,18089,1,desconocido,12,3.0,4,1,2,3,6,0,5,1991,no,92,646.0,9.0,6322.0,6
599,47,Yes,desconocido,desconocido,2,life_sciences,785,2,female,4,2,sales_executive,3,desconocido,10339,4,Yes,12,3.0,4,0,2,3,5,1,3,1976,no,77,719.0,27.0,3206.0,8
600,30,No,travel_frequently,desconocido,4,life_sciences,861,2,male,2,1,research_scientist,4,divorced,2373,9,No,12,3.0,2,1,3,2,5,0,3,1993,yes,58,1012.0,5.0,6618.4,10
601,45,No,desconocido,desconocido,3,marketing,864,4,male,3,3,sales_executive,1,divorced,19239,4,Yes,12,3.0,3,1,2,3,5,0,2,1978,no,74,930.0,9.0,10761.0,18
602,36,No,travel_rarely,desconocido,3,life_sciences,878,1,male,2,1,human_resources,1,desconocido,8635,0,desconocido,21,4.0,3,0,3,3,5,0,3,1987,yes,77,1278.0,8.0,7165.2,10
603,31,No,desconocido,desconocido,4,desconocido,895,4,male,3,1,research_scientist,4,desconocido,14871,3,desconocido,19,3.0,2,1,2,3,6,0,2,1992,yes,48,1222.0,11.0,5863.8,8
604,37,No,travel_frequently,desconocido,2,medical,900,3,female,3,1,sales_representative,4,married,21222,5,desconocido,15,3.0,2,1,3,3,5,0,0,1986,no,54,1231.0,21.0,2973.0,8
605,39,No,travel_rarely,desconocido,3,life_sciences,168,4,female,2,2,human_resources,4,desconocido,7790,8,No,11,3.0,3,2,2,3,5,0,4,1984,no,42,1383.0,2.0,5204.0,13
606,42,No,desconocido,desconocido,2,desconocido,936,3,female,2,2,sales_executive,3,desconocido,7824,7,desconocido,17,3.0,1,0,6,3,5,0,3,1981,yes,68,462.0,14.0,7099.6,10
607,30,No,travel_rarely,desconocido,2,desconocido,169,3,male,3,3,sales_executive,3,desconocido,9977,5,No,11,3.0,1,1,2,4,8,7,7,1993,no,62,231.0,8.0,5465.0,10
608,50,No,desconocido,desconocido,2,medical,997,4,male,3,4,research_director,4,divorced,6615,9,No,22,3.0,3,1,1,2,5,1,3,1973,yes,66,1083.4,1.0,17399.0,32
609,59,No,travel_rarely, sales ,2,desconocido,1048,2,male,3,3,manager,4,desconocido,11038,3,Yes,14,3.0,3,1,1,1,6,0,4,1964,yes,66,1089.0,1.0,7072.6,14
610,54,No,desconocido,desconocido,4,life_sciences,170,3,female,2,3,sales_executive,3,married,8392,6,No,11,3.0,2,1,4,3,9,7,0,1969,yes,41,1082.0,2.0,5953.6,13
611,56,No,desconocido,desconocido,3,medical,1071,1,female,3,1,research_scientist,3,married,12154,2,No,19,3.0,2,1,4,3,5,0,3,1967,no,63,1240.0,9.0,4854.4,18
612,48,No,desconocido,desconocido,4,desconocido,1116,1,male,4,4,manager,4,single,16154,2,No,22,3.0,3,0,3,2,5,2,1,1975,yes,35,1262.0,1.0,16885.0,8
613,39,No,desconocido, research_development ,3,life_sciences,1132,3,male,3,2,laboratory_technician,2,single,8770,9,No,15,3.0,3,0,2,2,5,0,3,1984,no,70,439.0,9.0,5530.0,9
614,35,No,travel_rarely,desconocido,4,technical_degree,171,3,male,3,1,human_resources,3,desconocido,7108,1,No,17,3.0,2,0,2,1,5,1,4,1988,yes,100,528.0,8.0,4323.0,6
615,42,No,travel_rarely, sales ,4,marketing,1171,2,male,3,2,sales_executive,1,single,2253,7,No,13,3.0,4,0,3,3,6,1,5,1981,no,45,647.0,4.0,5155.0,11
616,44,Yes,desconocido,desconocido,4,desconocido,1200,3,male,3,1,research_scientist,3,single,10826,1,Yes,11,3.0,3,0,4,3,6,0,2,1979,no,96,1097.0,10.0,2936.0,6
617,29,No,travel_rarely,desconocido,1,desconocido,1202,2,female,1,1,research_scientist,4,married,26933,0,Yes,18,3.0,1,1,2,2,5,1,3,1994,no,69,942.0,15.0,4323.6,6
618,33,No,desconocido,desconocido,3,human_resources,172,2,male,3,1,human_resources,3,desconocido,8429,1,No,13,3.0,4,1,2,3,5,1,4,1990,yes,99,147.0,2.0,6168.0,5
619,54,No,travel_frequently,desconocido,4,desconocido,1245,4,female,3,3,manufacturing_director,3,desconocido,9659,7,No,17,3.0,1,1,2,1,5,1,4,1969,no,53,966.0,1.0,8931.6,33
620,46,No,desconocido, sales ,2,desconocido,1280,4,female,2,5,manager,2,married,9946,2,desconocido,14,3.0,3,1,2,3,11,0,8,1977,yes,33,168.0,4.0,18789.0,8
621,30,No,non_travel,desconocido,2,medical,173,3,female,3,2,manufacturing_director,3,single,12858,7,Yes,18,3.0,3,0,3,3,8,1,7,1993,yes,72,757.2,9.0,5352.2,10
622,32,Yes,travel_rarely,desconocido,2,life_sciences,1309,4,male,3,2,laboratory_technician,3,desconocido,22845,1,desconocido,18,3.0,1,1,3,3,10,1,1,1991,yes,79,1089.0,7.0,4883.0,7
623,40,Yes,desconocido,desconocido,4,desconocido,174,4,male,2,3,sales_executive,2,single,17235,2,Yes,12,3.0,3,0,2,3,5,1,0,1983,yes,57,299.0,25.0,4172.0,9
624,34,No,non_travel,desconocido,1,desconocido,1374,1,female,2,1,research_scientist,3,divorced,15891,1,No,20,4.0,3,3,2,3,5,0,0,1989,yes,92,999.0,26.0,2029.0,5
625,39,No,travel_rarely, sales ,4,desconocido,1390,1,male,2,2,sales_executive,4,married,3567,3,desconocido,12,3.0,4,2,2,4,5,1,4,1984,no,44,1498.0,21.0,4095.8,8
626,37,No,desconocido,desconocido,1,desconocido,175,3,male,3,1,research_scientist,3,married,5182,7,Yes,15,3.0,4,0,2,3,6,1,3,1986,no,54,1439.0,4.0,2996.0,8
627,33,No,desconocido, sales ,1,life_sciences,1395,4,male,3,2,sales_executive,4,married,19293,6,desconocido,13,3.0,1,0,2,4,5,1,2,1990,yes,61,1111.0,13.4,4815.0,8
628,39,No,non_travel, research_development ,2,desconocido,1397,3,male,3,3,healthcare_representative,3,desconocido,3449,3,No,21,4.0,2,1,2,3,6,0,5,1984,no,71,1485.0,25.0,2719.2,13
629,52,No,travel_rarely,desconocido,4,other,1409,3,female,3,1,laboratory_technician,1,married,17363,9,No,13,3.0,3,0,2,1,5,0,4,1971,yes,54,258.0,8.0,4765.4,12
630,36,No,desconocido,desconocido,4,desconocido,1425,1,female,3,2,sales_executive,2,single,20763,3,Yes,16,3.0,4,0,3,3,5,0,1,1987,yes,99,1174.0,3.0,9278.0,15
631,36,No,desconocido,desconocido,4,life_sciences,1435,4,male,2,2,laboratory_technician,4,single,22604,1,desconocido,16,3.0,3,0,2,2,10,1,8,1987,yes,86,172.0,13.2,5022.8,10
632,24,No,travel_rarely,desconocido,1,desconocido,1445,4,female,3,2,sales_executive,3,married,15211,1,Yes,12,3.0,3,2,3,3,5,0,3,1999,yes,42,1232.6,4.0,4162.0,16
633,34,No,travel_rarely,desconocido,3,life_sciences,176,4,female,2,1,laboratory_technician,2,desconocido,3708,5,No,17,3.0,1,1,2,2,5,0,2,1989,no,86,401.0,1.0,3039.6,7
634,28,No,desconocido, sales ,3,desconocido,1469,4,male,3,2,sales_executive,1,single,23490,0,desconocido,18,3.0,4,0,4,3,5,1,3,1995,yes,76,866.0,5.0,6678.0,9
635,33,No,travel_rarely, research_development ,4,medical,177,1,female,2,1,laboratory_technician,2,desconocido,8192,8,No,11,3.0,4,0,5,3,5,0,2,1990,yes,82,1099.0,4.0,6174.4,8
